# x_data
-59.822167,-74.251447,-61.679074,-76.083540,-71.344086,-85.401158,-87.372924,-86.205980,-100.000000,-81.725083
-59.822900,-74.266886,-61.663921,-76.112026,-71.350906,-85.391269,-87.367246,-86.213400,-100.000000,-81.717949
-59.823626,-74.282199,-61.677605,-76.140279,-71.357670,-85.381460,-87.361614,-86.204283,-100.000000,-81.727348
-59.824346,-74.264706,-61.691176,-76.139706,-71.376634,-85.371732,-87.356030,-86.195242,-100.000000,-81.736669
-59.825061,-74.247356,-61.704638,-76.139138,-71.395443,-85.362083,-87.350490,-86.218954,-100.000000,-81.750000
-59.821718,-74.242301,-61.717990,-76.138574,-71.414100,-85.380875,-87.344996,-86.242474,-100.000000,-81.763222
-59.818402,-74.237288,-61.719128,-76.138015,-71.432607,-85.399516,-87.339546,-86.241491,-100.000000,-81.764182
-59.823151,-74.256431,-61.720257,-76.209807,-71.422830,-85.422026,-87.334140,-86.240517,-100.000000,-81.765133
-59.827862,-74.275420,-61.721377,-76.281025,-71.413131,-85.444355,-87.328778,-86.251608,-100.000000,-81.762058
-59.820574,-74.258373,-61.722488,-76.303828,-71.423445,-85.430622,-87.323459,-86.262610,-100.000000,-81.759007
-69.435216,-80.157807,-82.495847,-72.392027,-77.134551,-85.207641,-86.885382,-86.885382,-87.574751,-88.612957
-69.404467,-80.136476,-82.510339,-72.402812,-77.121588,-85.219189,-86.885856,-86.885856,-87.559967,-88.618693
-69.373970,-80.148270,-82.524712,-72.413509,-77.108731,-85.218287,-86.886326,-86.886326,-87.549423,-88.624382
-69.392945,-80.159967,-82.538966,-72.424118,-77.091879,-85.217391,-86.886792,-86.886792,-87.538966,-88.630025
-69.411765,-80.163399,-82.553105,-72.434641,-77.075163,-85.228758,-86.891340,-86.891340,-87.524510,-88.631536
-69.418226,-80.166802,-82.571196,-72.449146,-77.074858,-85.240033,-86.895850,-86.895850,-87.510171,-88.633035
-69.424635,-80.178282,-82.589141,-72.463533,-77.074554,-85.267423,-86.896272,-86.896272,-87.516207,-88.642626
-69.398709,-80.189669,-82.578692,-72.481840,-77.070218,-85.294592,-86.896691,-86.896691,-87.522195,-88.652139
-69.372990,-80.168810,-82.568328,-72.500000,-77.065916,-85.289389,-86.901125,-86.901125,-87.516077,-88.665595
-69.391513,-80.148118,-82.590072,-72.469976,-77.053643,-85.284227,-86.905524,-86.905524,-87.510008,-88.678943
-77.342193,-70.535714,-77.504153,-88.837209,-80.581395,-82.191030,-86.584718,-86.584718,-87.722591,-88.029900
-77.344913,-70.562448,-77.468983,-88.829611,-80.562448,-82.223325,-86.574028,-86.574028,-87.715467,-88.038048
-77.343493,-70.588962,-77.508237,-88.822076,-80.543657,-82.255354,-86.563427,-86.563427,-87.708402,-88.046129
-77.342084,-70.615258,-77.547170,-88.806399,-80.520919,-82.270714,-86.569319,-86.569319,-87.701395,-88.054143
-77.340686,-70.604575,-77.540850,-88.790850,-80.498366,-82.285948,-86.575163,-86.575163,-87.694444,-88.062092
-77.339300,-70.593979,-77.534581,-88.783564,-80.524817,-82.329536,-86.564687,-86.564687,-87.695688,-88.061839
-77.341977,-70.579417,-77.500000,-88.776337,-80.551053,-82.372771,-86.554295,-86.554295,-87.696921,-88.061588
-77.344633,-70.564972,-77.465698,-88.765133,-80.532688,-82.399516,-86.543987,-86.543987,-87.698144,-88.061340
-77.343248,-70.590836,-77.495981,-88.754019,-80.514469,-82.426045,-86.533762,-86.533762,-87.699357,-88.061093
-77.341873,-70.616493,-77.526021,-88.755004,-80.512410,-82.428343,-86.539632,-86.539632,-87.704564,-88.060849
-75.774917,-69.952658,-82.282392,-80.737542,-66.364618,-72.934385,-74.653654,-77.124585,-72.635382,-72.323920
-75.771712,-69.952854,-82.264682,-80.759305,-66.350703,-72.918114,-74.646816,-77.115798,-72.645161,-72.351530
-75.752059,-69.948929,-82.251236,-80.780890,-66.357496,-72.918451,-74.635914,-77.107084,-72.675453,-72.329489
-75.732568,-69.945037,-82.237900,-80.802297,-66.364233,-72.918786,-74.625103,-77.098441,-72.705496,-72.307629
-75.713235,-69.953431,-82.220588,-80.823529,-66.362745,-72.931373,-74.618464,-77.102124,-72.731209,-72.285948
-75.694060,-69.961758,-82.203417,-80.807974,-66.361269,-72.943857,-74.611880,-77.105777,-72.756713,-72.264443
-75.687196,-69.970016,-82.218801,-80.792545,-66.359806,-72.956240,-74.658023,-77.105348,-72.745543,-72.251216
-75.680387,-69.978208,-82.234060,-80.805488,-66.358354,-72.968523,-74.703793,-77.104923,-72.734463,-72.238095
-75.697749,-69.978296,-82.229100,-80.818328,-66.368971,-72.952572,-74.692926,-77.096463,-72.727492,-72.261254
-75.714972,-69.978383,-82.224179,-80.843074,-66.379504,-72.936749,-74.682146,-77.088070,-72.720576,-72.284227
-86.049003,-70.901163,-87.599668,-100.000000,-77.774086,-72.483389,-66.495017,-66.885382,-60.149502,-100.000000
-86.040529,-70.901572,-87.593052,-100.000000,-77.783292,-72.485525,-66.497105,-66.877585,-60.136476,-100.000000
-86.032125,-70.893740,-87.586491,-100.000000,-77.792422,-72.487644,-66.499176,-66.869852,-60.123558,-100.000000
-86.023790,-70.885972,-87.579984,-100.000000,-77.801477,-72.489746,-66.509434,-66.862182,-60.131255,-100.000000
-86.035948,-70.878268,-87.573529,-100.000000,-77.785948,-72.491830,-66.519608,-66.854575,-60.138889,-100.000000
-86.048007,-70.870627,-87.575264,-100.000000,-77.770545,-72.510171,-66.513426,-66.842962,-60.130187,-100.000000
-86.039708,-70.867099,-87.576985,-100.000000,-77.779579,-72.528363,-66.507293,-66.831442,-60.121556,-100.000000
-86.031477,-70.863600,-87.578692,-100.000000,-77.788539,-72.514124,-66.505246,-66.856336,-60.108959,-100.000000
-86.047428,-70.864148,-87.580386,-100.000000,-77.793408,-72.500000,-66.503215,-66.881029,-60.096463,-100.000000
-86.063251,-70.864692,-87.574059,-100.000000,-77.798239,-72.502002,-66.501201,-66.873499,-60.084067,-100.000000
-89.078073,-86.877076,-73.164452,-100.000000,-66.586379,-86.652824,-85.249169,-67.400332,-66.619601,-60.573090
-89.077750,-86.869313,-73.159636,-100.000000,-66.575682,-86.650124,-85.244003,-67.394541,-66.617039,-60.570720
-89.081549,-86.861614,-73.154860,-100.000000,-66.565074,-86.655684,-85.238880,-67.388797,-66.614498,-60.568369
-89.085316,-86.853979,-73.146021,-100.000000,-66.554553,-86.661198,-85.229696,-67.399508,-66.616079,-60.574241
-89.089052,-86.846405,-73.137255,-100.000000,-66.544118,-86.654412,-85.220588,-67.410131,-66.617647,-60.580065
-89.092758,-86.834825,-73.144833,-100.000000,-66.558177,-86.647681,-85.244101,-67.404394,-66.611066,-60.577705
-89.092382,-86.823339,-73.152350,-100.000000,-66.572123,-86.645057,-85.267423,-67.398703,-66.604538,-60.575365
-89.092010,-86.795803,-73.151735,-100.000000,-66.561743,-86.642454,-85.262308,-67.409201,-66.606134,-60.577078
-89.095659,-86.768489,-73.151125,-100.000000,-66.551447,-86.647910,-85.257235,-67.419614,-66.607717,-60.578778
-89.099279,-86.781425,-73.142514,-100.000000,-66.569255,-86.653323,-85.252202,-67.409928,-66.605284,-60.584468
