# x_data
-43.95012932,-46.11287632,-49.08920932,-45.62306032,-27.57731332,-41.40488032,-47.81834432,-43.82509732,-45.17567832,-46.61241832,-45.44445232,-46.71685132,-46.03373132,-38.09967432,-46.97690732,-46.78375032,-46.32455232,-44.64251832
-44.62649532,-44.32525132,-46.54935732,-47.97631632,-26.93432932,-38.76008632,-48.25759332,-47.06510032,-43.40975532,-47.03049132,-42.45806132,-44.79514132,-45.02949132,-37.89518132,-45.77182332,-47.38596232,-47.10966732,-46.00946532
-44.45713132,-43.96094032,-46.67141032,-45.75216432,-26.16853132,-40.28194832,-46.80008532,-46.55465732,-43.99979432,-46.83853932,-45.91667932,-46.08885332,-45.75738432,-37.57593532,-44.29958732,-47.17089432,-46.34874832,-45.72279432
-43.48758032,-46.60535132,-42.87138132,-45.30313832,-25.59386632,-39.51679232,-43.89315432,-44.90352532,-45.58723132,-44.74616932,-46.74645732,-45.58266732,-45.69913432,-37.14330932,-44.57903032,-43.85675632,-43.29484432,-44.30218832
-41.99216432,-43.84123132,-44.58199732,-43.30902532,-25.11761432,-39.20667132,-45.95130632,-43.82924932,-42.08310132,-42.03794832,-44.69669432,-44.25142032,-46.31546232,-36.16057532,-45.37827632,-43.77994432,-42.45408332,-44.68194132
-40.94378532,-42.82794132,-47.00020032,-44.58689732,-24.25573232,-36.77505032,-42.61374432,-43.55319632,-44.97950632,-42.74391632,-43.42137532,-45.66561632,-43.18390932,-34.83662532,-41.42721832,-44.09659032,-43.80715532,-42.65991132
-41.17944532,-44.10581632,-43.57690232,-42.15642932,-23.68751832,-37.47768432,-43.26396132,-42.18565732,-45.25068332,-43.89625532,-40.11642332,-45.50482332,-40.85550732,-35.25026532,-41.51741932,-42.39590432,-45.04314432,-45.06605732
-43.21428632,-42.43854632,-42.37298132,-42.83475932,-23.47362532,-40.62295532,-44.36975732,-42.74152032,-40.73242432,-43.92763032,-41.71919032,-42.27215132,-41.92855232,-34.67899532,-39.10640632,-41.96058132,-41.64058232,-41.94748932
-39.87131032,-40.04826432,-42.91898632,-41.22835132,-22.99629332,-37.28254332,-44.44867932,-43.90776032,-43.76683132,-42.53108032,-43.56572532,-43.54138932,-40.67631532,-35.22482032,-44.04471032,-41.58856632,-41.78676632,-44.12636032
-41.40800632,-42.19502732,-43.20452632,-42.32219932,-23.08560332,-38.76751132,-43.30949232,-42.02954132,-42.52659732,-40.90003932,-43.57891132,-42.05933932,-43.16665232,-35.02341932,-40.29395432,-42.51678432,-43.58451632,-43.38567232
