# y_data
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,0.25019432,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,1.78099132,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,2.67505332,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,3.57521632,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,4.37774732,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,5.20139332,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,6.14325732,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,7.33869232,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,8.11808932,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,9.56014332,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,10.90351732,0.00616032
0.52175332,11.42379532,0.00616032
0.52175332,11.42379532,0.00616032
0.52175332,11.42379532,0.00616032
0.52175332,11.42379532,0.00616032
