# test
47.74260032,49.64750032,51.29940032,52.42740032,52.62820032,51.80820032,50.30870032,50.94980032,54.29600032,58.33360032,62.41910032,63.38970032,59.96170032,55.73690032
47.77380032,49.65150032,51.31150032,52.42960032,52.61460032,51.80140032,50.30960032,50.94200032,54.29170032,58.33660032,62.42170032,63.38910032,59.96100032,55.73270032
47.78950032,49.63660032,51.29530032,52.43730032,52.62440032,51.82450032,50.29650032,50.94750032,54.30700032,58.33520032,62.42100032,63.38950032,59.96370032,55.74860032
47.76740032,49.63130032,51.31510032,52.43100032,52.62520032,51.81430032,50.28420032,50.93840032,54.29820032,58.33630032,62.42070032,63.38870032,59.96400032,55.73890032
47.77140032,49.63570032,51.29640032,52.41380032,52.62170032,51.79930032,50.29050032,50.94960032,54.29370032,58.33610032,62.42160032,63.38920032,59.96350032,55.73980032
47.80420032,49.62030032,51.30540032,52.42230032,52.62540032,51.80760032,50.29460032,50.96550032,54.29770032,58.33200032,62.42030032,63.38960032,59.96100032,55.74600032
47.78400032,49.64620032,51.29940032,52.43140032,52.62690032,51.82640032,50.30460032,50.93380032,54.28970032,58.33450032,62.41980032,63.38910032,59.96320032,55.73890032
47.79530032,49.63420032,51.31630032,52.41670032,52.61350032,51.80650032,50.30070032,50.93750032,54.29480032,58.33260032,62.42170032,63.38880032,59.96180032,55.74310032
47.81150032,49.65670032,51.27680032,52.42620032,52.64070032,51.80360032,50.29710032,50.94700032,54.29110032,58.32890032,62.42040032,63.38930032,59.95900032,55.74020032
47.77400032,49.62170032,51.32090032,52.42040032,52.60550032,51.79000032,50.29330032,50.93910032,54.29300032,58.33260032,62.42190032,63.38910032,59.96370032,55.74000032
47.74060032,49.64530032,51.29360032,52.41330032,52.61840032,51.80090032,50.29430032,50.93400032,54.29850032,58.33270032,62.42240032,63.39010032,59.96210032,55.73700032
47.81020032,49.64520032,51.31520032,52.43310032,52.63340032,51.81320032,50.30390032,50.93850032,54.30630032,58.33150032,62.42030032,63.38810032,59.96740032,55.73710032
47.76720032,49.60740032,51.30630032,52.42040032,52.62510032,51.80330032,50.30440032,50.96030032,54.30020032,58.33830032,62.42200032,63.39010032,59.96130032,55.73530032
47.77180032,49.64980032,51.31520032,52.42930032,52.62160032,51.79890032,50.29450032,50.94820032,54.30010032,58.33420032,62.42110032,63.39040032,59.96270032,55.73940032
47.78550032,49.64300032,51.30330032,52.42170032,52.62600032,51.79540032,50.29780032,50.94880032,54.29810032,58.33540032,62.42080032,63.38760032,59.96090032,55.74210032
47.78850032,49.62160032,51.28950032,52.40980032,52.60800032,51.82060032,50.30800032,50.94870032,54.29360032,58.33390032,62.42210032,63.38900032,59.96440032,55.73630032
47.77260032,49.61910032,51.28720032,52.42790032,52.61910032,51.82190032,50.27390032,50.94010032,54.30030032,58.33110032,62.42080032,63.38950032,59.96210032,55.74180032
47.79710032,49.60020032,51.31900032,52.42750032,52.61640032,51.80710032,50.29100032,50.94380032,54.29240032,58.33420032,62.42070032,63.38830032,59.96210032,55.74060032
47.76470032,49.63170032,51.28180032,52.41930032,52.62740032,51.81070032,50.29630032,50.94670032,54.28820032,58.33240032,62.41900032,63.38860032,59.96480032,55.74300032
